"CRUISEJOIN","HAULJOIN","REGION","VESSEL","CRUISE","HAUL","SPECIMENID","BIOSTRATUM","SPECIES_CODE","LENGTH","SEX","WEIGHT","AGE","MATURITY","MATURITY_TABLE","SAMPLE_CODE","GONAD_WT"
NA,NA,"GOA",41,200401,72,89,0,21740,450,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,19,9,0,21740,510,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,72,90,0,21740,610,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,72,91,0,21740,650,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,72,92,0,21740,520,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,75,93,0,21740,670,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,75,94,0,21740,700,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,75,95,0,21740,670,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,75,96,0,21740,540,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,75,97,0,21740,490,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,75,98,0,21740,650,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,75,99,0,21740,530,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,140,0,21740,680,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,144,0,21740,520,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,148,0,21740,640,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,151,0,21740,630,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,155,0,21740,500,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,159,0,21740,540,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,128,162,0,21740,480,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,128,166,0,21740,500,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,22,17,0,21740,720,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,129,173,0,21740,560,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,129,177,0,21740,560,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,148,181,0,21740,460,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,173,223,0,21740,580,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,173,227,0,21740,530,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,173,231,0,21740,610,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,174,235,0,21740,530,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,175,239,0,21740,470,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,176,242,0,21740,550,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,176,246,0,21740,480,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,32,25,0,21740,640,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,176,253,0,21740,610,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,176,257,0,21740,590,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,176,260,0,21740,540,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,189,264,0,21740,570,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,217,307,0,21740,540,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,216,310,0,21740,550,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,216,314,0,21740,550,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,216,318,0,21740,560,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,235,321,0,21740,360,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,234,325,0,21740,540,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,231,329,0,21740,550,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,231,332,0,21740,570,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,229,336,0,21740,610,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,228,340,0,21740,620,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,249,344,0,21740,590,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,247,348,0,21740,450,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,280,390,0,21740,540,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,279,394,0,21740,480,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,279,398,0,21740,600,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,279,400,0,21740,430,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,294,404,0,21740,610,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,293,408,0,21740,530,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,292,411,0,21740,510,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,291,415,0,21740,520,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,290,419,0,21740,560,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,311,422,0,21740,580,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,310,426,0,21740,550,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,309,430,0,21740,500,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,334,473,0,21740,460,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,334,477,0,21740,390,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,334,480,0,21740,580,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,332,484,0,21740,400,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,332,488,0,21740,370,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,331,491,0,21740,440,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,331,495,0,21740,480,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,331,499,0,21740,430,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,352,501,0,21740,580,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,352,506,0,21740,570,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,48,51,0,21740,430,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,349,513,0,21740,450,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,360,556,0,21740,510,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,49,56,0,21740,700,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,370,562,0,21740,550,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,370,567,0,21740,590,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,370,570,0,21740,520,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,369,574,0,21740,440,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,369,578,0,21740,660,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,372,581,0,21740,470,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,372,585,0,21740,440,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,372,589,0,21740,500,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,371,592,0,21740,390,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,371,596,0,21740,500,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200301,204,296,0,21740,480,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,204,298,0,21740,510,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,204,299,0,21740,470,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,204,300,0,21740,570,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,301,0,21740,350,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,302,0,21740,410,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,303,0,21740,350,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,279,392,0,21740,530,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,279,394,0,21740,440,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,279,395,0,21740,580,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,279,396,0,21740,590,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,33,40,0,21740,410,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,53,41,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,53,42,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,53,43,0,21740,760,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,53,44,0,21740,610,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,53,45,0,21740,550,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,53,46,0,21740,650,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,53,47,0,21740,650,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,53,48,0,21740,690,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,53,49,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,53,50,0,21740,530,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,46,51,0,21740,580,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,46,52,0,21740,540,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,46,53,0,21740,490,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,46,54,0,21740,540,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,46,55,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,46,56,0,21740,670,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,46,57,0,21740,590,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,46,58,0,21740,500,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,46,59,0,21740,680,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,46,60,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,61,0,21740,590,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,62,0,21740,400,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,63,0,21740,390,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,64,0,21740,380,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,65,0,21740,450,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,66,0,21740,440,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,67,0,21740,420,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,68,0,21740,420,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,69,0,21740,400,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,70,0,21740,390,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,71,0,21740,430,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,72,0,21740,440,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,73,0,21740,460,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,74,0,21740,440,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,75,0,21740,390,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,76,0,21740,400,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,77,0,21740,410,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,78,0,21740,380,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,79,0,21740,460,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,79,80,0,21740,430,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,81,0,21740,500,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,82,0,21740,620,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,83,0,21740,690,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,84,0,21740,520,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,85,0,21740,520,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,86,0,21740,590,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,87,0,21740,490,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,88,0,21740,650,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,89,0,21740,650,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,90,0,21740,550,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,91,0,21740,570,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,92,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,93,0,21740,650,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,94,0,21740,750,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,95,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,96,0,21740,480,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,97,0,21740,650,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,98,0,21740,640,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,99,0,21740,620,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,72,100,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,97,101,0,21740,660,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,97,102,0,21740,490,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,97,103,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,142,177,0,21740,430,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,142,178,0,21740,410,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,142,179,0,21740,540,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,142,180,0,21740,510,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,181,0,21740,470,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,182,0,21740,520,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,183,0,21740,440,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,184,0,21740,460,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,185,0,21740,400,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,186,0,21740,440,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,187,0,21740,450,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,188,0,21740,420,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,189,0,21740,460,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,190,0,21740,420,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,191,0,21740,500,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,192,0,21740,430,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,193,0,21740,430,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,194,0,21740,470,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,195,0,21740,460,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,196,0,21740,360,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,197,0,21740,570,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,198,0,21740,460,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,199,0,21740,450,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,155,200,0,21740,420,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,171,201,0,21740,440,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,171,202,0,21740,520,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,171,203,0,21740,420,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,171,204,0,21740,600,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,171,205,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,171,206,0,21740,530,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,171,207,0,21740,500,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,171,208,0,21740,500,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,171,209,0,21740,420,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,171,210,0,21740,520,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,171,211,0,21740,490,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,171,212,0,21740,460,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,171,213,0,21740,490,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,171,214,0,21740,500,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,171,215,0,21740,470,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,171,216,0,21740,440,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,171,217,0,21740,520,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,171,218,0,21740,490,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,12,32,0,21740,580,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,13,33,0,21740,580,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,13,34,0,21740,530,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,13,35,0,21740,550,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,13,36,0,21740,590,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,13,37,0,21740,620,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,13,38,0,21740,610,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,13,39,0,21740,580,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,13,40,0,21740,560,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,22,41,0,21740,600,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,22,42,0,21740,430,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,22,43,0,21740,540,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,22,44,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,22,45,0,21740,610,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,22,46,0,21740,530,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,22,47,0,21740,590,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,23,48,0,21740,530,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,26,49,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,26,50,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,26,51,0,21740,620,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,26,52,0,21740,500,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,26,53,0,21740,490,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,40,72,0,21740,680,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,40,73,0,21740,610,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,38,74,0,21740,170,3,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,38,75,0,21740,170,3,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,38,76,0,21740,160,3,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,38,77,0,21740,160,3,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,38,78,0,21740,160,3,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,38,79,0,21740,170,3,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,38,80,0,21740,170,3,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,45,81,0,21740,550,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,45,82,0,21740,510,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,45,83,0,21740,600,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,45,84,0,21740,540,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,45,85,0,21740,640,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,44,86,0,21740,490,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,44,87,0,21740,580,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,44,88,0,21740,360,3,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,44,89,0,21740,580,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,44,90,0,21740,500,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,43,91,0,21740,570,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,43,92,0,21740,460,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,43,93,0,21740,500,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,43,94,0,21740,540,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,43,95,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,42,96,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,42,97,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,42,98,0,21740,470,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,29,54,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,29,55,0,21740,700,2,NA,NA,4,3,1010,NA
NA,NA,NA,41,200101,29,56,0,21740,510,1,NA,NA,4,3,1010,NA
NA,NA,NA,41,200101,29,57,0,21740,570,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,29,58,0,21740,490,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,29,59,0,21740,480,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,29,60,0,21740,490,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,29,61,0,21740,420,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,29,62,0,21740,620,1,NA,NA,4,3,1010,NA
NA,NA,NA,41,200101,29,63,0,21740,430,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,29,64,0,21740,590,1,NA,NA,3,3,1010,NA
NA,NA,NA,41,200101,29,65,0,21740,600,1,NA,NA,4,3,1010,NA
NA,NA,NA,41,200101,39,66,0,21740,590,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,39,67,0,21740,610,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,39,68,0,21740,700,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,39,69,0,21740,620,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,39,70,0,21740,680,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,42,99,0,21740,540,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,42,100,0,21740,490,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,59,101,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,59,102,0,21740,560,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,59,103,0,21740,410,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,59,104,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,59,105,0,21740,470,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,59,106,0,21740,540,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,58,107,0,21740,360,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,58,108,0,21740,340,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,58,109,0,21740,380,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,58,110,0,21740,380,1,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,56,111,0,21740,700,2,NA,NA,NA,NA,1010,NA
NA,NA,NA,41,200101,56,112,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,97,104,0,21740,540,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,97,105,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,97,106,0,21740,560,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,97,107,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,97,108,0,21740,540,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,97,109,0,21740,610,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,97,110,0,21740,480,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,88,111,0,21740,620,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,88,112,0,21740,420,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,88,113,0,21740,370,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,88,114,0,21740,520,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,88,115,0,21740,520,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,88,116,0,21740,510,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,88,117,0,21740,320,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,88,118,0,21740,430,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,88,119,0,21740,440,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,88,120,0,21740,360,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,116,121,0,21740,590,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,116,122,0,21740,480,2,NA,NA,NA,NA,1010,NA
