"CRUISEJOIN","HAULJOIN","REGION","VESSEL","CRUISE","HAUL","SPECIMENID","BIOSTRATUM","SPECIES_CODE","LENGTH","SEX","WEIGHT","AGE","MATURITY","MATURITY_TABLE","SAMPLE_CODE","GONAD_WT"
NA,NA,"GOA",41,200301,116,124,0,21740,610,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,116,125,0,21740,640,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,116,126,0,21740,660,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,116,127,0,21740,600,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,304,0,21740,330,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,305,0,21740,430,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,306,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,307,0,21740,350,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,308,0,21740,440,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,309,0,21740,450,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,310,0,21740,360,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,311,0,21740,360,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,312,0,21740,450,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,313,0,21740,430,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,314,0,21740,530,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,315,0,21740,520,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,316,0,21740,360,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,317,0,21740,450,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,318,0,21740,420,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,319,0,21740,350,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,217,320,0,21740,540,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,233,321,0,21740,480,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,233,322,0,21740,440,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,233,323,0,21740,540,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,233,324,0,21740,560,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,233,325,0,21740,470,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,233,327,0,21740,470,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,233,328,0,21740,540,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,233,329,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,233,330,0,21740,540,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,233,331,0,21740,470,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,233,332,0,21740,460,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,233,333,0,21740,500,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,233,335,0,21740,500,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,233,337,0,21740,450,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,233,338,0,21740,450,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,233,339,0,21740,490,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,233,340,0,21740,540,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,252,341,0,21740,430,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,252,342,0,21740,400,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,252,344,0,21740,350,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,252,345,0,21740,410,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,253,346,0,21740,410,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,253,347,0,21740,510,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,253,348,0,21740,450,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,253,349,0,21740,610,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,253,350,0,21740,460,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,253,352,0,21740,480,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,253,353,0,21740,490,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,253,354,0,21740,510,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,253,355,0,21740,460,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,253,356,0,21740,490,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,253,357,0,21740,540,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,253,358,0,21740,520,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,253,359,0,21740,460,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,266,361,0,21740,480,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,266,362,0,21740,460,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,266,363,0,21740,420,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,267,364,0,21740,490,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,267,365,0,21740,440,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,267,366,0,21740,460,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,267,367,0,21740,520,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,267,369,0,21740,440,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,267,370,0,21740,430,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,267,371,0,21740,550,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,267,372,0,21740,480,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,267,373,0,21740,430,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,267,374,0,21740,400,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,267,376,0,21740,520,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,267,378,0,21740,520,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,267,379,0,21740,420,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,267,380,0,21740,470,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,278,381,0,21740,480,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,278,382,0,21740,560,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,278,383,0,21740,470,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,278,384,0,21740,540,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,278,386,0,21740,410,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,278,387,0,21740,490,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,278,388,0,21740,530,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,278,389,0,21740,580,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,278,390,0,21740,430,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,279,391,0,21740,610,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,116,128,0,21740,640,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,116,129,0,21740,560,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,116,131,0,21740,600,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,116,132,0,21740,580,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,116,133,0,21740,650,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,116,134,0,21740,680,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,116,135,0,21740,430,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,116,136,0,21740,510,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,116,137,0,21740,590,1,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200301,116,139,0,21740,570,2,NA,NA,NA,NA,1010,NA
NA,NA,"GOA",41,200401,19,1,0,21740,640,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,19,10,0,21740,550,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,75,100,0,21740,660,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,101,0,21740,710,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,102,0,21740,510,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,103,0,21740,800,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,104,0,21740,650,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,105,0,21740,530,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,106,0,21740,690,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,107,0,21740,680,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,108,0,21740,650,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,109,0,21740,510,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,19,11,0,21740,650,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,110,0,21740,690,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,111,0,21740,690,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,112,0,21740,640,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,113,0,21740,650,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,114,0,21740,640,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,115,0,21740,540,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,116,0,21740,550,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,117,0,21740,660,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,118,0,21740,720,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,119,0,21740,520,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,19,12,0,21740,690,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,89,120,0,21740,510,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,121,0,21740,470,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,122,0,21740,520,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,123,0,21740,370,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,124,0,21740,550,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,125,0,21740,550,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,126,0,21740,520,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,127,0,21740,460,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,128,0,21740,560,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,129,0,21740,460,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,22,13,0,21740,530,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,130,0,21740,470,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,131,0,21740,450,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,132,0,21740,470,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,133,0,21740,370,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,134,0,21740,470,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,135,0,21740,460,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,136,0,21740,610,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,137,0,21740,540,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,138,0,21740,580,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,100,139,0,21740,390,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,22,14,0,21740,570,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,141,0,21740,520,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,142,0,21740,480,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,143,0,21740,510,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,145,0,21740,560,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,146,0,21740,540,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,147,0,21740,640,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,149,0,21740,490,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,22,15,0,21740,540,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,150,0,21740,580,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,152,0,21740,520,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,153,0,21740,600,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,154,0,21740,680,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,156,0,21740,580,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,157,0,21740,460,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,158,0,21740,740,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,22,16,0,21740,670,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,112,160,0,21740,690,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,128,161,0,21740,500,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,128,163,0,21740,440,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,128,164,0,21740,530,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,128,165,0,21740,580,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,128,167,0,21740,440,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,128,168,0,21740,390,1,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,128,169,0,21740,420,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,128,170,0,21740,500,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,129,171,0,21740,500,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,129,172,0,21740,420,2,NA,NA,NA,NA,1,NA
NA,NA,"GOA",41,200401,129,174,0,21740,560,1,NA,NA,NA,NA,1,NA
